"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"unknown","Thu Jun 06 18:13:47 GMT 2024","Thu Jun 06 18:13:47 GMT 2024","1","Surefire suite","Surefire test","Test1","Test1","testFail","testFail",""
"passed","Thu Jun 06 18:13:47 GMT 2024","Thu Jun 06 18:13:47 GMT 2024","10","Surefire suite","Surefire test","Test1","Test1","testPass","testPass",""
