"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"unknown","Sat Jun 01 17:28:27 GMT 2024","Sat Jun 01 17:28:27 GMT 2024","2","Surefire suite","Surefire test","Test1","Test1","testFail","testFail",""
"passed","Sat Jun 01 17:28:27 GMT 2024","Sat Jun 01 17:28:27 GMT 2024","9","Surefire suite","Surefire test","Test1","Test1","testPass","testPass",""
